ligand,ligand_name,pred_dg,pred_dg_error
Cytisine,Cytisine,-9.76,0.09
Nicotine,Nicotine,-11.75,0.10
dummy,dummy,0.00,0.00
Epibatidine,Epibatidine,-15.44,0.10
18-MC,18-MC,13.06,0.40
SR-16584,SR-16584,-14.66,0.13
AT-1001,AT-1001,-19.92,0.10
