ligand,ligand_name,pred_dg,pred_dg_error
RTG from 7CR2,RTG,-11.91,0.07
RTG-S1 from 7CR2 mod,RTG-S1,-15.07,0.08
Ebio1 from 8IJK,Ebio1,-14.11,0.07
Ebio1-S1 from 8X43,Ebio1-S1,-11.98,0.07
CBD from 8J03,CBD,-8.79,0.09
HN37 from 8W4U,HN37,-17.35,0.07
QO-83 from 8XO1,QO-83,-14.62,0.08
Ebio2 from 9IXY,Ebio2,-16.93,0.07
Ebio3 from 9IXZ,Ebio3,-13.03,0.08
