ligand,ligand_name,pred_dg,pred_dg_error
RTG from 7CR2,RTG,-11.97,0.06
RTG-S1 from 7CR2 mod,RTG-S1,-14.66,0.05
Ebio1 from 8IJK,Ebio1,-14.54,0.05
Ebio1-S1 from 8X43,Ebio1-S1,-12.43,0.07
CBD from 8J03,CBD,-10.79,0.10
HN37 from 8W4U,HN37,-17.22,0.07
QO-83 from 8XO1,QO-83,-16.46,0.08
Ebio2 from 9IXY,Ebio2,-16.74,0.07
Ebio3 from 9IXZ,Ebio3,-13.08,0.07
