ligand,ligand_name,pred_dg,pred_dg_error
RTG from 7CR2,RTG,-12.29,0.10
RTG-S1 from 7CR2 mod,RTG-S1,-15.77,0.08
Ebio1 from 8IJK,Ebio1,-15.17,0.09
Ebio1-S1 from 8X43,Ebio1-S1,-12.60,0.07
CBD from 8J03,CBD,-8.94,0.12
HN37 from 8W4U,HN37,-18.04,0.11
QO-83 from 8XO1,QO-83,-19.50,0.13
Ebio2 from 9IXY,Ebio2,-18.28,0.09
Ebio3 from 9IXZ,Ebio3,-14.94,0.09
