ligand,ligand_name,pred_dg,pred_dg_error
RTG from 7CR2,RTG,-11.86,0.06
RTG-S1 from 7CR2 mod,RTG-S1,-13.43,0.08
Ebio1 from 8IJK,Ebio1,-11.44,0.06
Ebio1-S1 from 8X43,Ebio1-S1,-10.04,0.07
CBD from 8J03,CBD,-13.01,0.11
HN37 from 8W4U,HN37,-14.03,0.10
QO-83 from 8XO1,QO-83,-13.21,0.07
Ebio2 from 9IXY,Ebio2,-16.69,0.08
Ebio3 from 9IXZ,Ebio3,-13.41,0.12
