ligand,ligand_name,pred_dg,pred_dg_error
RTG from 7CR2,RTG,-14.58,0.07
RTG-S1 from 7CR2 mod,RTG-S1,-17.68,0.06
Ebio1 from 8IJK,Ebio1,-17.40,0.08
Ebio1-S1 from 8X43,Ebio1-S1,-14.72,0.08
CBD from 8J03,CBD,-12.46,0.11
HN37 from 8W4U,HN37,-18.72,0.09
QO-83 from 8XO1,QO-83,-17.68,0.12
Ebio2 from 9IXY,Ebio2,-20.12,0.09
Ebio3 from 9IXZ,Ebio3,-16.32,0.13
