ligand,ligand_name,pred_dg,pred_dg_error
RTG from 7CR2,RTG,-12.99,0.09
RTG-S1 from 7CR2 mod,RTG-S1,-15.51,0.06
Ebio1 from 8IJK,Ebio1,-15.06,0.07
Ebio1-S1 from 8X43,Ebio1-S1,-12.95,0.11
CBD from 8J03,CBD,-9.49,0.08
HN37 from 8W4U,HN37,-16.66,0.13
QO-83 from 8XO1,QO-83,-16.53,0.09
Ebio2 from 9IXY,Ebio2,-18.61,0.10
Ebio3 from 9IXZ,Ebio3,-13.65,0.12
