ligand,ligand_name,pred_dg,pred_dg_error
RTG from 7CR2,RTG,-10.85,0.06
RTG-S1 from 7CR2 mod,RTG-S1,-12.23,0.06
Ebio1 from 8IJK,Ebio1,-10.71,0.08
Ebio1-S1 from 8X43,Ebio1-S1,-9.21,0.07
CBD from 8J03,CBD,-7.12,0.16
HN37 from 8W4U,HN37,-14.47,0.13
QO-83 from 8XO1,QO-83,-11.40,0.11
Ebio2 from 9IXY,Ebio2,-15.42,0.09
Ebio3 from 9IXZ,Ebio3,-13.94,0.11
