ligand,ligand_name,pred_dg,pred_dg_error
RTG from 7CR2,RTG,-10.82,0.06
RTG-S1 from 7CR2 mod,RTG-S1,-12.69,0.07
Ebio1 from 8IJK,Ebio1,-10.07,0.07
Ebio1-S1 from 8X43,Ebio1-S1,-9.58,0.14
CBD from 8J03,CBD,-16.61,0.12
HN37 from 8W4U,HN37,-14.51,0.07
QO-83 from 8XO1,QO-83,-12.21,0.08
Ebio2 from 9IXY,Ebio2,-13.96,0.09
Ebio3 from 9IXZ,Ebio3,-10.73,0.09
